Artifact Type,Program/Capability,App ID,Source Hive,Last Used Start / Last Execution,Registry Path,Key Modified,Raw Hex
DAM,\SystemRoot\System32\drivers\Synth3dVsc.sys,Synth3dVsc,,,ROOT\ControlSet001\Services\Synth3dVsc,2019-03-19T04:52:29.094503,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 53 79 6E 74 6
DAM,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,SysMain,,,ROOT\ControlSet001\Services\SysMain,2019-03-19T04:53:37.818724,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k DcomLaunch -p,SystemEventsBroker,,,ROOT\ControlSet001\Services\SystemEventsBroker,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p,TabletInputService,,,ROOT\ControlSet001\Services\TabletInputService,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\System32\svchost.exe -k NetworkService -p,TapiSrv,,,ROOT\ControlSet001\Services\TapiSrv,2019-03-19T04:53:37.803118,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,System32\drivers\tcpip.sys,Tcpip,,,ROOT\ControlSet001\Services\Tcpip,2026-03-01T06:34:38.334676,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 74 63 70 69 70 2E 73 79 73
DAM,System32\drivers\tcpip.sys,Tcpip6,,,ROOT\ControlSet001\Services\Tcpip6,2026-03-01T06:34:38.334676,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 74 63 70 69 70 2E 73 79 73
DAM,System32\drivers\tcpipreg.sys,tcpipreg,,,ROOT\ControlSet001\Services\tcpipreg,2019-03-19T04:53:37.803118,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 74 63 70 69 70 72 65 67 2E 73 79 73
DAM,\SystemRoot\system32\DRIVERS\tdx.sys,tdx,,,ROOT\ControlSet001\Services\tdx,2019-03-19T04:53:37.803118,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 73 79 73 74 65 6D 33 32 5C 44 52 49 56 45 52 53 5C 74 64 78 2E 7
DAM,\SystemRoot\System32\drivers\terminpt.sys,terminpt,,,ROOT\ControlSet001\Services\terminpt,2019-03-19T04:52:28.047546,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 74 65 72 6D 6
DAM,%SystemRoot%\System32\svchost.exe -k NetworkService,TermService,,,ROOT\ControlSet001\Services\TermService,2019-03-19T04:53:37.803118,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\System32\svchost.exe -k netsvcs -p,Themes,,,ROOT\ControlSet001\Services\Themes,2019-03-19T04:53:37.803118,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\TieringEngineService.exe,TieringEngineService,,,ROOT\ControlSet001\Services\TieringEngineService,2019-03-19T04:53:37.803118,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 54 69 65 72 69 6E 67 45 6E 67 69 6
DAM,%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p,TimeBrokerSvc,,,ROOT\ControlSet001\Services\TimeBrokerSvc,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k netsvcs -p,TokenBroker,,,ROOT\ControlSet001\Services\TokenBroker,2019-03-19T04:53:37.803118,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,\SystemRoot\System32\drivers\tpm.sys,TPM,,,ROOT\ControlSet001\Services\TPM,2026-03-01T06:35:55.292484,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 74 70 6D 2E 7
DAM,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p,TrkWks,,,ROOT\ControlSet001\Services\TrkWks,2019-03-19T04:53:37.803118,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%systemroot%\system32\svchost.exe -k netsvcs -p,TroubleshootingSvc,,,ROOT\ControlSet001\Services\TroubleshootingSvc,2019-03-19T04:53:37.803118,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\servicing\TrustedInstaller.exe,TrustedInstaller,,,ROOT\ControlSet001\Services\TrustedInstaller,2026-03-03T02:53:25.453363,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 65 72 76 69 63 69 6E 67 5C 54 72 75 73 74 65 64 49 6E 73 7
DAM,system32\drivers\tsusbflt.sys,TsUsbFlt,,,ROOT\ControlSet001\Services\TsUsbFlt,2019-03-19T04:53:37.803118,73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 74 73 75 73 62 66 6C 74 2E 73 79 73
DAM,\SystemRoot\System32\drivers\TsUsbGD.sys,TsUsbGD,,,ROOT\ControlSet001\Services\TsUsbGD,2019-03-19T04:52:06.772514,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 54 73 55 73 6
DAM,\SystemRoot\System32\drivers\tsusbhub.sys,tsusbhub,,,ROOT\ControlSet001\Services\tsusbhub,2019-09-09T17:52:00.884810,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 74 73 75 73 6
DAM,System32\drivers\tunnel.sys,tunnel,,,ROOT\ControlSet001\Services\tunnel,2019-03-19T04:53:37.803118,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 74 75 6E 6E 65 6C 2E 73 79 73
DAM,%SystemRoot%\system32\svchost.exe -k LocalService -p,tzautoupdate,,,ROOT\ControlSet001\Services\tzautoupdate,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,\SystemRoot\System32\drivers\uaspstor.sys,UASPStor,,,ROOT\ControlSet001\Services\UASPStor,2019-03-19T04:52:19.695414,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 61 73 70 7
DAM,System32\Drivers\UcmCx.sys,UcmCx0101,,,ROOT\ControlSet001\Services\UcmCx0101,2019-03-19T04:53:37.803118,53 79 73 74 65 6D 33 32 5C 44 72 69 76 65 72 73 5C 55 63 6D 43 78 2E 73 79 73
DAM,System32\Drivers\UcmTcpciCx.sys,UcmTcpciCx0101,,,ROOT\ControlSet001\Services\UcmTcpciCx0101,2019-03-19T04:53:37.803118,53 79 73 74 65 6D 33 32 5C 44 72 69 76 65 72 73 5C 55 63 6D 54 63 70 63 69 43 78 2E 73 79 73
DAM,\SystemRoot\System32\drivers\UcmUcsiAcpiClient.sys,UcmUcsiAcpiClient,,,ROOT\ControlSet001\Services\UcmUcsiAcpiClient,2019-03-19T04:52:25.336488,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 55 63 6D 55 6
DAM,System32\Drivers\UcmUcsiCx.sys,UcmUcsiCx0101,,,ROOT\ControlSet001\Services\UcmUcsiCx0101,2019-03-19T04:53:37.803118,53 79 73 74 65 6D 33 32 5C 44 72 69 76 65 72 73 5C 55 63 6D 55 63 73 69 43 78 2E 73 79 73
DAM,system32\drivers\ucx01000.sys,Ucx01000,,,ROOT\ControlSet001\Services\Ucx01000,2026-03-01T06:34:38.037921,73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 63 78 30 31 30 30 30 2E 73 79 73
DAM,system32\drivers\udecx.sys,UdeCx,,,ROOT\ControlSet001\Services\UdeCx,2019-03-19T04:53:37.787472,73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 64 65 63 78 2E 73 79 73
DAM,system32\DRIVERS\udfs.sys,udfs,,,ROOT\ControlSet001\Services\udfs,2019-03-19T04:53:37.787472,73 79 73 74 65 6D 33 32 5C 44 52 49 56 45 52 53 5C 75 64 66 73 2E 73 79 73
DAM,\SystemRoot\System32\DriverStore\FileRepository\uefi.inf_amd64_4fcaf0fc6eaf7533\UEFI.sys,UEFI,,,ROOT\ControlSet001\Services\UEFI,2019-09-09T17:51:57.712819,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 44 72 69 76 65 72 53 74 6F 72 65 5C 4
DAM,\SystemRoot\system32\drivers\UevAgentDriver.sys,UevAgentDriver,,,ROOT\ControlSet001\Services\UevAgentDriver,2019-03-19T06:23:27.628517,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 55 65 76 41 6
DAM,%systemroot%\system32\AgentService.exe,UevAgentService,,,ROOT\ControlSet001\Services\UevAgentService,2019-03-19T06:23:27.628517,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 41 67 65 6E 74 53 65 72 76 69 63 6
DAM,system32\drivers\ufx01000.sys,Ufx01000,,,ROOT\ControlSet001\Services\Ufx01000,2019-03-19T04:53:37.787472,73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 66 78 30 31 30 30 30 2E 73 79 73
DAM,\SystemRoot\System32\DriverStore\FileRepository\ufxchipidea.inf_amd64_624eef84faf426d6\UfxChipidea.sys,UfxChipidea,,,ROOT\ControlSet001\Services\UfxChipidea,2019-09-09T17:52:00.478811,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 44 72 69 76 65 72 53 74 6F 72 65 5C 4
DAM,\SystemRoot\System32\drivers\ufxsynopsys.sys,ufxsynopsys,,,ROOT\ControlSet001\Services\ufxsynopsys,2019-03-19T04:52:25.524002,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 66 78 73 7
DAM,\SystemRoot\System32\DriverStore\FileRepository\umbus.inf_amd64_e566af5dd9858a0e\umbus.sys,umbus,,,ROOT\ControlSet001\Services\umbus,2026-03-05T02:44:24.697731,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 44 72 69 76 65 72 53 74 6F 72 65 5C 4
DAM,\SystemRoot\System32\drivers\umpass.sys,UmPass,,,ROOT\ControlSet001\Services\UmPass,2019-03-19T04:52:23.601977,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 6D 70 61 7
DAM,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p,UmRdpService,,,ROOT\ControlSet001\Services\UmRdpService,2019-03-19T04:53:37.787472,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\System32\svchost.exe -k UnistackSvcGroup,UnistoreSvc,,,ROOT\ControlSet001\Services\UnistoreSvc,2019-03-19T04:53:37.787472,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p,upnphost,,,ROOT\ControlSet001\Services\upnphost,2019-03-19T04:53:37.787472,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,\SystemRoot\System32\DriverStore\FileRepository\urschipidea.inf_amd64_86da23c455846f41\urschipidea.sys,UrsChipidea,,,ROOT\ControlSet001\Services\UrsChipidea,2026-03-01T06:34:38.334676,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 44 72 69 76 65 72 53 74 6F 72 65 5C 4
DAM,system32\drivers\urscx01000.sys,UrsCx01000,,,ROOT\ControlSet001\Services\UrsCx01000,2026-03-01T06:34:38.068755,73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 72 73 63 78 30 31 30 30 30 2E 73 79 73
DAM,\SystemRoot\System32\DriverStore\FileRepository\urssynopsys.inf_amd64_7302ce5d1420ed71\urssynopsys.sys,UrsSynopsys,,,ROOT\ControlSet001\Services\UrsSynopsys,2019-09-09T17:52:00.431820,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 44 72 69 76 65 72 53 74 6F 72 65 5C 4
DAM,\SystemRoot\system32\drivers\usbaudio.sys,usbaudio,,,ROOT\ControlSet001\Services\usbaudio,2019-03-19T04:52:00.756410,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 73 62 61 7
DAM,\SystemRoot\System32\drivers\usbaudio2.sys,usbaudio2,,,ROOT\ControlSet001\Services\usbaudio2,2019-03-19T04:52:00.225119,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 73 62 61 7
DAM,\SystemRoot\System32\drivers\usbccgp.sys,usbccgp,,,ROOT\ControlSet001\Services\usbccgp,2019-03-19T04:52:25.633387,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 73 62 63 6
DAM,\SystemRoot\System32\drivers\usbcir.sys,usbcir,,,ROOT\ControlSet001\Services\usbcir,2019-03-19T04:52:00.459512,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 73 62 63 6
DAM,\SystemRoot\System32\drivers\usbehci.sys,usbehci,,,ROOT\ControlSet001\Services\usbehci,2019-03-19T04:52:26.102175,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 73 62 65 6
DAM,\SystemRoot\System32\drivers\usbhub.sys,usbhub,,,ROOT\ControlSet001\Services\usbhub,2026-03-05T02:44:26.699500,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 73 62 68 7
DAM,\SystemRoot\System32\drivers\UsbHub3.sys,USBHUB3,,,ROOT\ControlSet001\Services\USBHUB3,2019-03-19T04:52:25.992790,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 55 73 62 48 7
DAM,\SystemRoot\System32\drivers\usbohci.sys,usbohci,,,ROOT\ControlSet001\Services\usbohci,2019-03-19T04:52:26.070923,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 73 62 6F 6
DAM,\SystemRoot\System32\drivers\usbprint.sys,usbprint,,,ROOT\ControlSet001\Services\usbprint,2019-03-19T04:52:01.709610,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 73 62 70 7
DAM,\SystemRoot\System32\drivers\usbser.sys,usbser,,,ROOT\ControlSet001\Services\usbser,2019-03-19T04:52:19.742293,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 73 62 73 6
DAM,\SystemRoot\System32\drivers\USBSTOR.SYS,USBSTOR,,,ROOT\ControlSet001\Services\USBSTOR,2019-03-19T04:52:26.734942,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 55 53 42 53 5
DAM,\SystemRoot\System32\drivers\usbuhci.sys,usbuhci,,,ROOT\ControlSet001\Services\usbuhci,2026-03-05T02:44:25.135154,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 75 73 62 75 6
DAM,\SystemRoot\System32\drivers\USBXHCI.SYS,USBXHCI,,,ROOT\ControlSet001\Services\USBXHCI,2019-03-19T04:52:27.016215,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 55 53 42 58 4
DAM,%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup,UserDataSvc,,,ROOT\ControlSet001\Services\UserDataSvc,2019-03-19T04:53:37.787472,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k netsvcs -p,UserManager,,,ROOT\ControlSet001\Services\UserManager,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%systemroot%\system32\svchost.exe -k netsvcs -p,UsoSvc,,,ROOT\ControlSet001\Services\UsoSvc,2019-03-19T04:53:37.787472,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p,VacSvc,,,ROOT\ControlSet001\Services\VacSvc,2019-03-19T04:53:37.787472,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\lsass.exe,VaultSvc,,,ROOT\ControlSet001\Services\VaultSvc,2019-03-19T04:53:37.787472,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 6C 73 61 73 73 2E 65 78 65
DAM,System32\drivers\vdrvroot.sys,vdrvroot,,,ROOT\ControlSet001\Services\vdrvroot,2026-03-05T02:44:24.697731,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 64 72 76 72 6F 6F 74 2E 73 79 73
DAM,%SystemRoot%\System32\vds.exe,vds,,,ROOT\ControlSet001\Services\vds,2019-03-19T04:53:37.787472,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 76 64 73 2E 65 78 65
DAM,System32\drivers\VerifierExt.sys,VerifierExt,,,ROOT\ControlSet001\Services\VerifierExt,2019-03-19T04:53:37.787472,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 56 65 72 69 66 69 65 72 45 78 74 2E 73 79 73
DAM,\SystemRoot\System32\drivers\vhdmp.sys,vhdmp,,,ROOT\ControlSet001\Services\vhdmp,2019-03-19T04:52:19.929809,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 68 64 6D 7
DAM,\SystemRoot\System32\drivers\vhf.sys,vhf,,,ROOT\ControlSet001\Services\vhf,2019-09-09T17:51:59.962986,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 68 66 2E 7
DAM,\SystemRoot\System32\drivers\Vid.sys,Vid,,,ROOT\ControlSet001\Services\Vid,2026-03-05T02:44:24.697731,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 56 69 64 2E 7
DAM,System32\drivers\vmbus.sys,vmbus,,,ROOT\ControlSet001\Services\vmbus,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 6D 62 75 73 2E 73 79 73
DAM,\SystemRoot\System32\drivers\VMBusHID.sys,VMBusHID,,,ROOT\ControlSet001\Services\VMBusHID,2019-03-19T04:52:28.235060,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 56 4D 42 75 7
DAM,\SystemRoot\System32\drivers\vmgid.sys,vmgid,,,ROOT\ControlSet001\Services\vmgid,2019-03-19T04:52:28.719473,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 6D 67 69 6
DAM,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,vmicguestinterface,,,ROOT\ControlSet001\Services\vmicguestinterface,2019-03-19T04:54:23.634867,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%systemroot%\system32\svchost.exe -k ICService -p,vmicheartbeat,,,ROOT\ControlSet001\Services\vmicheartbeat,2019-03-19T04:54:23.634867,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,vmickvpexchange,,,ROOT\ControlSet001\Services\vmickvpexchange,2019-03-19T04:54:23.634867,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%systemroot%\system32\svchost.exe -k ICService -p,vmicrdv,,,ROOT\ControlSet001\Services\vmicrdv,2019-03-19T04:54:23.634867,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,vmicshutdown,,,ROOT\ControlSet001\Services\vmicshutdown,2019-03-19T04:54:23.634867,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%systemroot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p,vmictimesync,,,ROOT\ControlSet001\Services\vmictimesync,2019-03-19T04:54:23.634867,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,vmicvmsession,,,ROOT\ControlSet001\Services\vmicvmsession,2019-03-19T04:54:23.634867,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,vmicvss,,,ROOT\ControlSet001\Services\vmicvss,2019-03-19T04:54:23.634867,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,System32\drivers\volmgr.sys,volmgr,,,ROOT\ControlSet001\Services\volmgr,2026-03-05T02:44:24.697731,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 6F 6C 6D 67 72 2E 73 79 73
DAM,System32\drivers\volmgrx.sys,volmgrx,,,ROOT\ControlSet001\Services\volmgrx,2019-03-19T04:53:37.787472,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 6F 6C 6D 67 72 78 2E 73 79 73
DAM,System32\drivers\volsnap.sys,volsnap,,,ROOT\ControlSet001\Services\volsnap,2026-03-05T02:44:25.369812,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 6F 6C 73 6E 61 70 2E 73 79 73
DAM,System32\drivers\volume.sys,volume,,,ROOT\ControlSet001\Services\volume,2026-03-05T02:44:25.369812,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 6F 6C 75 6D 65 2E 73 79 73
DAM,\SystemRoot\System32\drivers\vpci.sys,vpci,,,ROOT\ControlSet001\Services\vpci,2019-03-19T04:52:29.063250,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 70 63 69 2
DAM,System32\drivers\vsmraid.sys,vsmraid,,,ROOT\ControlSet001\Services\vsmraid,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 73 6D 72 61 69 64 2E 73 79 73
DAM,%systemroot%\system32\vssvc.exe,VSS,,,ROOT\ControlSet001\Services\VSS,2019-03-19T04:53:37.787472,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 76 73 73 76 63 2E 65 78 65
DAM,System32\drivers\vstxraid.sys,VSTXRAID,,,ROOT\ControlSet001\Services\VSTXRAID,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 73 74 78 72 61 69 64 2E 73 79 73
DAM,\SystemRoot\System32\drivers\vwifibus.sys,vwifibus,,,ROOT\ControlSet001\Services\vwifibus,2019-03-19T04:53:37.740593,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 77 69 66 6
DAM,System32\drivers\vwififlt.sys,vwififlt,,,ROOT\ControlSet001\Services\vwififlt,2026-03-01T06:34:38.975174,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 77 69 66 69 66 6C 74 2E 73 79 73
DAM,%SystemRoot%\system32\svchost.exe -k LocalService,W32Time,,,ROOT\ControlSet001\Services\W32Time,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%systemroot%\system32\svchost.exe -k wusvcs -p,WaaSMedicSvc,,,ROOT\ControlSet001\Services\WaaSMedicSvc,2019-03-19T04:53:37.787472,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
